datetime	content	title	channels
2020-08-28 23:20:00	【李小加：香港本地经济受到重创 唯一优等生是金融市场】主题为“大考下的中国企业”的2020亚布力中国企业家论坛第十六届夏季高峰会8月28日-30日在青岛举行。香港交易及结算所有限公司集团行政总裁李小加通过视频连线方式发表了演讲。他谈到，香港本地经济受到重创，今年整个经济萎缩要在6%-8%之间，但是香港唯一一个优等生，就是香港的金融市场。“市场非常强劲，交易非常旺盛，各项指标的韧性极强，特别是中概股的IPO，中国科技企业、新经济企业大规模的上市，彻底地改变了香港的金融市场。”		观点
2020-08-28 23:15:48	【当前的美国科技股市值超过了整个欧洲股市】美国银行全球研究公司的数据显示，近年来美国主要科技股的主导地位推动该板块走过了另一个里程碑，目前该板块的市值已超过整个欧洲股市。该公司在一份报告中表示，这是美国科技行业的市值首次超过欧洲，目前美国科技行业的市值为9.1万亿美元，包括英国和瑞士在内的欧股目前的市值为8.9万亿美元。作为参考，2007年欧股的规模是美国科技股的四倍。		市场 国际
2020-08-28 23:14:40	螺纹期货夜盘收涨0.46%，热卷收涨0.38%；铁矿石期货收涨1.64%。 焦炭夜盘收涨1.81%，焦煤收涨0.94%，动力煤收涨0.39%。 橡胶夜盘收涨0.48%，沥青收平。 豆粕夜盘收跌0.87%，菜粕收跌0.09%。 郑棉夜盘收涨0.42%。		市场
2020-08-28 23:12:54	Gusto最新工资数据分析显示，自3月份以来，只有不到一半的被休假的美国员工重返工作岗位，且收入往往少于新冠疫情前的水平。调查结果显示，3月份被休假的员工只有37％在7月份重返工作岗位，4月份该比例为47％。重返工作岗位的员工中，只有14％的收入与以前相同。		宏观 疫情
2020-08-28 23:09:41	美国国家飓风中心：“劳拉”正失去热带风暴的特征。		国际
2020-08-28 23:07:54	罗斯石油公司（Russneft）：预计油价到2020年年底将小幅上涨。		公司
2020-08-28 23:06:31	茅台集团8月27日召开党委会：积极开展“厉行节约·人人践行”倡议和“倡导绿色生活、反对铺张浪费”承诺行动等活动，号召广大员工从自己做起、从身边做起，不断增强爱惜粮食、文明用餐的思想意识和行动自觉，努力推动形成勤俭节约的良好风尚。		公司
2020-08-28 23:01:37	俄罗斯央行：放宽针对疫情的限制措施将有助于第三季度国内需求的复苏。		央行
2020-08-28 23:01:27	【伊利股份与潍坊市人民政府签署战略合作协议】8月27日，潍坊市人民政府与伊利股份战略合作协议签署仪式在济南举行。本次签约将通过建设存栏10万头的现代化示范性牧场、日产3600吨的智能化乳制品加工厂建设，打造综合性种养加一体化项目。未来，伊利集团将在山东建成优质的奶源基地、高端乳制品加工基地、奶产品物流供应基地，实现产能接近6000吨/日，带动至少1000亿元以上的全产业链经济贡献值，实现种养加、产供销一体化。		公司
2020-08-28 23:01:01	美高梅将裁员1.8万人。		公司
2020-08-28 23:00:46	俄罗斯央行：预计2020年经济将萎缩4.5-5.5%。		央行
2020-08-28 22:59:07	保利协鑫能源上半年营收71.6亿元人民币，同比下降28.4%，净亏损20亿元人民币。		公司
2020-08-28 22:58:41	据美国证券交易委员会文件：百胜中国将在香港IPO中发售4190万股普通股，其中国际发售4020万股，香港发售170万股。香港IPO最高定价为468港元/股。发行代码为9987。		公司 焦点
2020-08-28 22:58:21	智利矿业协会对中长期铜价感到乐观。		行业
2020-08-28 22:56:51	现货黄金短线走高7美元，报1963.5美元/盎司。		市场
2020-08-28 22:56:32	美元指数DXY短线走低逾10点，现报92.27。		市场
2020-08-28 22:56:06	纽元兑美元NZD/USD日内涨幅扩大至1.56%，报0.6741；英镑兑美元GBP/USD日内涨幅扩大至1%，报1.3333。		市场
2020-08-28 22:56:05	德国支付公司Wirecard英国部门Wirecard Card Solutions宣布，将在破产后将部分资产出售给英国金融技术公司Railsbank。该公司表示，将在周五举行会议并提出一项提案，概述出售其技术和相关英国资产、以及将其客户和员工过渡到Railsbank的条款。		公司
2020-08-28 22:54:10	据美国证券交易委员会文件：作为全球发售的一部分，百胜中国申请发售4190万股普通股。		国际
2020-08-28 22:53:38	智利新增1868例新冠肺炎确诊病例，新增60例死亡病例。		国际 疫情
2020-08-28 22:52:43	据外媒：特朗普将把驻伊拉克美军数量削减三分之一，至3500人。		国际
2020-08-28 22:52:32	据外媒测算：俄罗斯8月份离线初级石油精炼产能向上修正7.8%，至274.9万吨。		行业
2020-08-28 22:49:34	比亚迪上半年营收580.3亿元人民币，同比下降2%，净利润16.6亿元人民币，同比增长14.29%。		公司
2020-08-28 22:46:27	康宝莱恢复交易后直线拉升，跌幅收窄至2%。		公司
2020-08-28 22:45:08	【新疆：8月29日起全区中高风险地区清零】经自治区新冠肺炎疫情防控工作指挥部研究决定：自8月29日0时起，将乌鲁木齐市天山区、沙依巴克区疫情风险等级由高风险调整为低风险；将乌鲁木齐市经济技术开发区（头屯河区）、高新技术产业开发区（新市区）、水磨沟区疫情风险等级由中风险调整为低风险。调整后，乌鲁木齐市要坚持科学防控、精准防控。自此，新疆疫情中高风险地区清零，均为低风险。全国疫情中风险地区仅剩广东省汕尾市陆丰市南塘镇。（界面）		疫情
2020-08-28 22:41:58	农产品：上半年归属于母公司所有者的净利润1.9亿元，同比增长107.64%；营业收入14.89亿元，同比增长10.81%。		公司
2020-08-28 22:41:34	云网科技：上半年归属于母公司所有者的净利润103.5万元，上年同期净亏损705.49万元，扭亏为盈。		公司
2020-08-28 22:41:17	纽约州新增636例新冠肺炎确诊病例。		国际
2020-08-28 22:39:50	美国佛罗里达州新冠肺炎死亡病例累计11099例。		国际
2020-08-28 22:39:44	康宝莱恢复交易，跌幅收窄至8%。		公司
2020-08-28 22:39:37	因新冠肺炎疫情，匈牙利从9月1日起禁止外国游客入境。		国际
2020-08-28 22:38:58	【美国共和党全国代表大会刚结束4人确诊新冠】美国《夏洛特观察者报》网站刚刚报道，北卡罗来纳夏洛特梅克伦堡县官员28日早上宣布，共和党全国代表大会的两名与会者和两名辅助人员的新冠病毒测试呈阳性。官员在一份声明中说，这些人被指示立即隔离，和他们接触的人也被告知要进行隔离。当地时间8月24日，美国共和党全国代表大会在北卡罗来纳夏洛特召开。当天上午，300多名来自各州代表通过实体会议方式点名，正式提名现任美国总统特朗普为共和党下一次总统选举的共和党候选人。（中国日报）		疫情
2020-08-28 22:37:56	美国佛罗里达州新冠肺炎确诊病例累计615806例。		国际
2020-08-28 22:36:40	道指转跌，此前一度涨逾百点。		市场
2020-08-28 22:36:29	瑞士对过境航空旅行的入境要求做出调整。		国际
2020-08-28 22:36:22	美股早盘，恐惧与贪婪指数读数为76，表明市场处在极度贪婪状态。		市场
2020-08-28 22:35:55	康宝莱停牌。		公司
2020-08-28 22:34:19	柯达快速上涨至日高，最多涨8%。		公司
2020-08-28 22:34:02	康宝莱盘中触发第三次熔断，熔断前跌12.64%。		公司
2020-08-28 22:28:51	康宝莱跌幅超过12%，触发盘中第二次熔断，创3月份以来最大盘中跌幅。		公司
2020-08-28 22:28:02	百胜中国现涨1.38%。		公司
2020-08-28 22:27:54	美国国家安全顾问奥布莱恩：美国计划在9月和10月与来自澳大利亚、日本和印度的四方伙伴举行高级别会议。		国际
2020-08-28 22:25:01	【科创板上市委：亚辉龙首发获通过 汉弘集团暂缓审议】8月28日，上交所发布科创板上市委2020年第65次审议会议结果公告，深圳市亚辉龙生物科技股份有限公司首发获通过，深圳汉弘数字印刷集团股份有限公司暂缓审议。		公司
2020-08-28 22:24:28	据港交所文件：百胜中国已通过港交所聆讯。		公司 焦点
2020-08-28 22:23:17	美元指数DXY短线走低十余点，现报92.44；英镑兑美元GBP/USD、欧元兑美元EUR/USD短线走高约20点。		市场
2020-08-28 22:21:39	Nielsen数据显示，在抢购风潮后的过去四个月里，美国纸巾销量急剧下降。纸巾销量在3月份达到峰值，同比激增154％，目前涨幅已大幅下降至约15％。		其他 疫情
2020-08-28 22:19:57	【上汽集团与地平线人工智能联合实验室成立】据上汽集团消息，今日下午，上汽集团与北京地平线信息技术有限公司签约，并正式启动“上汽集团与地平线人工智能联合实验室”。双方将在智能网联技术领域展开全面深度合作，联合研发面向未来的人工智能技术，打造具有上汽集团品牌特色的智能网联终端应用，持续推动中国智能汽车的创新突破，引领汽车智能化发展趋势。		公司
2020-08-28 22:16:42	多只热门中概股涨幅扩大，哔哩哔哩刷新日高，日内涨超7%，爱奇艺涨超4%，拼多多涨超3%，京东、阿里巴巴涨超1%；沪深300ETF-德银嘉实涨2.77%，中概股ETF-KraneShares涨1.1%，跑赢美股大盘。		公司
2020-08-28 22:14:25	【国盛金控半年报：上半年净亏损1.33亿元 去年同期盈利2.80亿元】国盛金控发布半年报，公司上半年实现营业收入10.53亿元，同比增长36.78%；归属于上市公司股东的净利润亏损1.33亿元，去年同期盈利2.80亿元；基本每股亏损0.0685元。		公司
2020-08-28 22:12:50	拼多多短线拉升，暂涨超3%，报91.54美元。		公司
2020-08-28 22:10:29	市场消息：墨西哥总统洛佩斯拒绝就他出现在特朗普的广告中一事发表评论。		国际
2020-08-28 22:06:47	【金风科技：上半年净利润12.75亿元 同比上升7.63%】金风科技(002202)8月28日晚间披露的半年报显示，2020年上半年，公司实现营业收入194.25亿元元，同比上升23.47%；实现归属母公司净利润12.75亿元，同比上升7.63%。上半年，公司与全产业链企业联动，制定追产措施，确保实现经营计划。同时，公司在满足风电政策切换带来的市场高增长需求的同时，加速转型求发展，持续开拓创新，不断提升公司整体竞争力。		公司
2020-08-28 22:04:46	【国家医保局：2020年医保目录调整重点考虑新冠肺炎治疗药物、释放鼓励创新信号】28日，国家医保局医药管理司相关负责人就2020年医保目录调整回应称，与前几轮目录调整相比，本次调整以实际行动支持新冠肺炎疫情防控。将正在实施的国家新冠肺炎诊疗方案中的目录外品种纳入调整范围，全面助力疫情防控。释放了鼓励创新的信号。在7类情形中，将2015年1月1日至工作方案发布（2020年8月17日）期间新上市或者适应症/功能主治发生重大变化的药品均纳入评审范围，体现了鼓励创新的鲜明导向。（新华社）		行业
2020-08-28 22:04:21	Crescat图表显示，纳斯达克指数在过去一年中上涨了48％，而成分股收益却下降了30％。		市场
2020-08-28 22:03:56	英国将通过本国监管机构快速批准新冠肺炎疫苗。		疫情
2020-08-28 22:02:49	【证监会发布《公开募集证券投资基金销售机构监督管理办法》及配套规则】 近日，证监会发布《公开募集证券投资基金销售机构监督管理办法》及配套规则，自2020年10月1日起施行。主要涉及以下内容：一是强化基金销售活动的持牌准入要求，厘清基金销售机构及相关基金服务机构职责边界。明晰基金销售业务内涵外延，厘清基金销售机构与互联网平台合作的业务边界和底线要求，支持基金管理人、基金销售机构规范利用互联网平台拓展客户。二是优化基金销售机构准入、退出机制，着力构建进退有序、良性发展的基金销售行业生态。调整优化资格注册程序，实行“先批后筹”；整合各类金融机构注册条件，进一步完善独立基金销售机构及其股东准入要求；引入基金销售业务许可证有效期延续制度，强化停止业务、吊销牌照等制度安排。三是夯实业务规范与机构管控，推动构建以投资者利益为核心的体制机制。		焦点 A股
2020-08-28 22:02:16	美元指数DXY短线波动不大，报92.49。		市场
2020-08-28 22:01:05	美国8月密歇根大学消费者现况指数终值 82.9，预期 82.4，初值 82.5。		数据
2020-08-28 22:00:52	美国8月密歇根大学1年通胀预期终值 3.1，初值 3。		数据
2020-08-28 22:00:41	美国8月密歇根大学消费者预期指数终值 68.5，预期 66，初值 66.5。		数据
2020-08-28 22:00:22	美国8月密歇根大学消费者信心指数终值 74.1，预期 72.8，初值 72.8。		数据
2020-08-28 21:56:33	【延安必康：终止分拆子公司上市事项】延安必康(002411)8月28日晚间公告，此前，公司拟将控股子公司九九久科技分拆至创业板上市。由于陕西证监局拟对公司及实控人李宗松作出行政处罚，公司此次分拆事项已不符合《上市公司分拆所属子公司境内上市试点若干规定》相关规定，因此，公司拟终止分拆事项。另外，公司下属全资公司拟转让嘉安信息中心工程、新沂智慧健康小镇。		公司
2020-08-28 21:56:01	德林海：今年上半年实现净利润4528万元，同比增长30.05%；拟10派4元。		公司
2020-08-28 21:53:33	东旭光电：今年上半年净亏损8.97亿元，去年同期盈利8.44亿元。		公司
2020-08-28 21:51:53	美国供应管理协会（ISM）评美国8月芝加哥PMI：这是该指数连续第二次高于50，此前一整年该指数都低于50，许多企业表示8月份的商业活动进一步升温。		观点
2020-08-28 21:50:42	可口可乐宣布重组其业务的战略步骤，并为员工提供了自愿离职一揽子计划的选择。可口可乐表示，结构性变化“将导致一些人员和资源的重新分配，其中包括自愿和非自愿裁减雇员”，但未提供具体细节。		公司
2020-08-28 21:47:55	【正川股份：股东邓步莉和邓红拟合计减持不超过5.2%】正川股份公告，公司股东邓步莉和邓红拟合计减持不超过5.2%		公司
2020-08-28 21:47:41	片仔癀：收到《药物临床试验批准通知书》为PZH2111片新药的临床试验批准，公司还需开展临床试验并经国家药品监督管理局审评，审批通过后方可生产上市。		公司
2020-08-28 21:47:22	【延安必康：终止分拆子公司上市事项】延安必康公告，公司拟终止分拆子公司上市事项，此前公司拟分拆所属子公司江苏九九久科技有限公司至创业板上市。		公司
2020-08-28 21:45:17	美国8月芝加哥PMI 51.2，预期 52.6，前值 51.9。		数据
2020-08-28 21:44:29	英国投资840万英镑用于新冠病毒免疫研究项目。		国际 疫情
2020-08-28 21:42:54	英国央行行长贝利：较高的储蓄率意味着消费者支出被压抑。		国际
2020-08-28 21:42:29	【深交所全力保障深港ETF互通产品平稳上市交易】深交所将按照中国证监会统一部署，坚持市场化、法治化、国际化的方向，与港交所密切合作，做好基金管理人的支持服务，全力保障深港ETF互通产品尽快发行上市、实现平稳落地，持续开展跨境资本市场合作，切实推进资本市场双向开放，更好服务粤港澳大湾区和中国特色社会主义先行示范区建设。		行业
2020-08-28 21:36:52	英国央行行长贝利：在开始采取行动之前，我们将需要比以往更有力的经济复苏证据。		国际
2020-08-28 21:35:13	英国央行行长贝利：（谈及货币政策），英国央行的货币政策是“渐进的”。		国际
2020-08-28 21:33:26	  比亚迪A股：上半年营业收入605.03亿元人民币，去年同期621.84亿元。		公司
2020-08-28 21:31:12	【商务部、科技部调整发布《中国禁止出口限制出口技术目录》】8月28日，商务部、科技部调整发布《中国禁止出口限制出口技术目录》（商务部 科技部公告2020年第38号，以下简称《目录》）。 本次《目录》调整先后征求了相关部门、行业协会、业界学界和社会公众意见，共涉及53项技术条目：一是删除了4项禁止出口的技术条目；二是删除5项限制出口的技术条目；三是新增23项限制出口的技术条目；四是对21项技术条目的控制要点和技术参数进行了修改。 根据《中华人民共和国技术进出口管理条例》，凡是涉及向境外转移技术，无论是采用贸易还是投资或是其他方式，均要严格遵守《中华人民共和国技术进出口管理条例》的规定，其中限制类技术出口必须到省级商务主管部门申请技术出口许可，获得批准后方可对外进行实质性谈判，签订技术出口合同。（新华社）		焦点
2020-08-28 21:30:41	【道指开盘涨0.4%，标普500涨0.3%，纳指涨0.6%】小鹏汽车涨14.3%，该股昨日IPO首日收涨41%。蔚来跌4.9%，蔚来计划融资15至17亿美金，用于加大自动驾驶研发及全球市场扩张。可口可乐涨0.8%，该公司将向员工提供自愿离职计划。沃尔玛涨3.5%，有消息称沃尔玛将与微软联手收购TikTok。		公司 市场 国际
2020-08-28 21:30:05	【英国央行行长贝利：英国央行没有失去政策火力】英国央行行长贝利称，在实行抗疫封锁措施造成的冲击后，英国央行有更多的弹药来支撑经济，有证据表明，大规模和积极的刺激措施是有效的。贝利称，英国央行没有失去政策火力，从今天的优势来看，在新冠肺炎疫情爆发前，我们对于剩余火力的预计过于谨慎。		国际
2020-08-28 21:29:55	【恒逸石化：拟以5亿元-10亿元回购公司股份】恒逸石化公告，公司拟以5亿元-10亿元回购公司股份，本次回购股份的价格不超过15元/股，回购期限为自董事会审议通过本回购方案之日起不超过12个月。		公司
2020-08-28 21:28:21	埃克森美孚：开始重启得州的博蒙特炼油厂。		公司
2020-08-28 21:26:09	  苏宁易购：今年上半年净亏损1.67亿元，去年同期盈利21.4亿元。上半年受疫情影响，同时报告期末部分收入未达到满足控制权转移的条件，在合同负债科目列示，带来对应收入的减少。		公司
2020-08-28 21:22:50	【彩电市场回暖 部分厂商上调出货价】6月以来，上游面板价格不断上调，一些电视机生产企业已在近日上调出货价，一些厂商则正在计划中。中怡康数据显示，今年6月，国内彩电销量同比去年大涨20.3%，7月虽同比下滑8.3%，但降幅已明显小于前几个月。业内人士预计，房地产行业将会迎来“金九银十”的旺季，作为地产后周期的彩电市场一般会在9月份后迎来下半年的销售高峰。		行业
2020-08-28 21:22:23	横店影视：今年上半年净亏损3.06亿元，去年同期盈利1.73亿元。此次疫情对公司短期经营产生了较大不利影响，但公司现金流充裕，不会影响公司的持续经营能力。		公司
2020-08-28 21:21:40	  张江高科：今年上半年实现净利润9.16亿元，同比增长231.98%。		公司
2020-08-28 21:20:05	  英镑兑美元GBP/USD短线上扬近20点，报1.3284。		市场
2020-08-28 21:19:18	瑞贝卡：由于项目建设环境复杂多变，加之“新冠”疫情在全球的蔓延，市场环境等情况已发生变化，导致本次非公开发行股票募投项目已不具备实施条件。经公司审慎考虑，决定终止本次非公开发行股票事项。		公司
2020-08-28 21:19:02	市场消息：英国央行的研究称，在其他条件相同的情况下，根据货币政策委员会未来关于放松量化宽松的决定，英国央行未来的稳定资产负债表很可能会比现在的规模更小。		国际
2020-08-28 21:17:31	市场消息：英国央行的研究称，只有在英国央行持有过量的英国国债的情况下，保留未来的量化宽松政策空间才可能成为一个问题。		国际
2020-08-28 21:17:11	据日本共同社：日本财务大臣麻生太郎不打算参加自民党领导人的竞选。		焦点
2020-08-28 21:16:54	中体产业：今年上半年实现净利润609.5万元，去年同期亏损8899万元。		公司
2020-08-28 21:16:13	市场消息：英国央行的研究称，当政策立场开始正常化时，英国央行可能更有动力通过退出量化宽松来收紧货币政策，而不是提高政策利率。		国际
2020-08-28 21:15:20	据日本共同社：日本自民党考虑在9月15日举行党内领导人选举。		焦点
2020-08-28 21:14:44	【中国航天两大集团签署深化战略合作协议】8月28日，中国航天科技集团与中国航天科工集团签署深化战略合作协议。双方依据协议，将以建设世界一流航天企业集团和世界一流航天防务集团公司为目标，加速推动全领域深度融合，共同提升中国航天国际竞争力和国际影响力，共同维护国家安全和国家利益。		公司
2020-08-28 21:14:17	市场消息：英国央行的研究称，在其他条件不变的情况下，资产负债表上资产存量的减少，为未来大规模、快速购买计划提供了更大的空间。		国际
2020-08-28 21:14:10	英国央行行长贝利：我们应该尽可能开放使用我们所有的工具，这将得出结论，未来十年的政策组合可能会比之前认为的更加微妙。		国际
2020-08-28 21:13:55	WTI原油期货短线走高近0.4美元，现报43.3美元/桶。		市场
2020-08-28 21:12:56	英国央行行长贝利：指引旨在确保宽松的货币环境。		国际
2020-08-28 21:12:17	英国央行行长贝利：在当前情况下，退出量化宽松似乎不像是一个迫在眉睫的问题。		焦点 国际
2020-08-28 21:12:03	英国央行行长贝利：央行资产负债表的逆周期角色和作用可能比过去10年的证据所显示的还要大。		国际
2020-08-28 21:10:47	英国央行行长贝利：量化宽松解除的决定因素可能比之前认为的更为微妙，而新冠肺炎危机提供了一个评估其作用的新视角。		国际
2020-08-28 21:10:39	英国央行行长贝利：如果量化宽松的效果在世界危机状态下更强大，我们可能需要确保未来有足够的空间来重复这种做法。		国际
2020-08-28 21:10:24	英国央行行长贝利：有证据表明，过去10年量化宽松的影响在市场失灵和流动性不足时最为明显。		国际
2020-08-28 21:09:47	市场消息：英国央行的研究显示，无论是出于货币政策还是金融稳定的目的，支持资产负债表反周期波动的操作框架都是可取的。		国际
2020-08-28 21:09:39	英国央行行长贝利：有时候我们需要更大规模和更快速的行动。		国际
2020-08-28 21:09:22	英国央行行长贝利：量化宽松显然是为了打破严重的市场压力向宏观经济传导的危险风险。		国际
2020-08-28 21:09:15	英国央行行长贝利：果断的量化宽松计划在市场失灵时期可能特别有效。		国际
2020-08-28 21:09:03	英国央行行长贝利：从今天的优势来看，我们在疫情之前对剩余的火力过于谨慎。		国际
2020-08-28 21:08:55	市场消息：英国央行的研究显示，快速的资产购买步伐可能也会增强量化宽松的有效性。		国际
2020-08-28 21:08:22	市场消息：英国央行的研究称，就应对新冠肺炎疫情的政策效果以及央行资产负债表的作用得出明确结论还为时过早。		国际
2020-08-28 21:08:03	英国央行行长贝利：可以使用的工具包括负利率。		焦点 国际
2020-08-28 21:07:26	英国央行行长贝利：低均衡利率的结构性驱动因素表明，利用央行资产负债表制定货币政策的时间将比预期的更长。		国际
2020-08-28 21:07:09	英国央行行长贝利：量化宽松成功地降低了长期利率，提供了必要的货币刺激。		国际
2020-08-28 21:06:59	英国央行行长贝利：我们无论如何都不会失去火力。		国际
2020-08-28 21:06:29	  英国央行行长贝利：疫情迄今已经证明，量化宽松和围绕它的前瞻性指引在特定情况下是有效的。		央行 焦点 国际
2020-08-28 21:04:55	荷兰政府延长应对新冠肺炎疫情薪资支持措施。		国际
2020-08-28 21:03:27	TikTok临时CEO：预计很快会有积极的解决方案。		公司
2020-08-28 21:03:00	欧洲央行延长与克罗地亚和罗马尼亚的欧元流动性额度。		国际
2020-08-28 21:02:50	欧盟官员：欧盟敦促英国公布政府援助计划，以挽救脱欧谈判。		国际
2020-08-28 21:02:25	TikTok临时CEO：没有看到TikTok可能出售或关停的猜测对用户增长有影响。		公司
2020-08-28 21:01:30	City Index市场分析师Fiona Cincotta：投资者关注英国央行行长贝利是否会进一步澄清负利率的问题，虽然他曾表示负利率也是英国央行的工具，但他也表示目前暂无使用负利率的计划。英国央行是坚持其首选方式，增加更多刺激措施，以弥补英国政府的岗位保留计划到期带来的影响，还是寻求负利率，这是值得关注的。		观点
2020-08-28 21:01:22	国内期市夜盘开盘普涨，玻璃涨近2.5%。		市场
2020-08-28 21:01:11	欧盟官员：如果不明确补贴问题，谈判可能会破裂。		国际
2020-08-28 21:00:58	欧盟和英国官员表示，双方仍认为达成协议指日可待。		国际
2020-08-28 21:00:42	据外媒援引消息人士：Valero能源公司在飓风过后重启位于美国得克萨斯州亚瑟港的炼厂。		公司
2020-08-28 20:58:01	  京东方Ａ：拟回购2.5亿股-3.5亿股，占公司目前总股本约0.72%-1.01%，回购价格不超过7元/股，资金规模不超过20亿元。		公司
2020-08-28 20:57:45	波音(BA.N)：联系了受影响的航空公司，通知他们787飞机后机身部分出现问题。正在对787飞机机身部分制造问题的根本原因进行审查。		公司
2020-08-28 20:57:05	【今日财经TOP10】①12家头部房企试点融资“三道红线” 融创等位于红档 影响有多大？②产品检出禁用药物 海关总署暂停澳大利亚1家牛肉企业对华出口；③生态环境部：对环评文件弄虚作假等发现一起严惩一起；④梁建章：中国年轻人口本世纪末将少于美国 彻底丧失对美人口优势；⑤七部委管不住顺风车？“非营运”属性成难点；⑥“70万元一支天价药”背后 罕见病用药难仍是一个难题；⑦宝骏“神车”光环不再 上汽通用五菱半年亏6亿成集团包袱；⑧靠《八佰》进账2亿 华谊兄弟还有别的牌吗？⑨贾跃亭前妻拍卖北京豪宅 193平米现叫价1587万元；⑩安倍晋三召开记者会宣布辞去首相职务 接班人会是谁？		焦点
2020-08-28 20:56:16	TikTok临时CEO在接受CNBC采访时表示，目前有几个选项可以选择。		公司
2020-08-28 20:56:01	台海核电：截至2020年8月27日，公司新增逾期债务8350万元。		公司
2020-08-28 20:55:42	【美股盘前消息速报】①美国主要股指期货周五盘前走强，截至发稿，道指期货涨0.46%，纳指期货涨0.03%，标普500指数期货涨0.28%；②日本史上任职时间最长的首相安倍晋三宣布因健康问题辞职；③美国政府与雅培达成7.5亿美元检测试剂供应协议；④Facebook再次控诉苹果：不仅拒绝取消“苹果税” 还不让告知客户；⑤Moderna和辉瑞的新冠疫苗需深度冷藏，不易储存和运输；⑥消息称沃尔玛与微软联手收购TikTok，沃尔玛美股盘前涨超3%；⑦可口可乐将向员工提供自愿离职计划；⑧百胜中国确认提交在港二次上市申请，媒体称已获港交所批准；⑨蔚来汽车跌超3%，拟发行7500万股ADS。		市场
2020-08-28 20:52:57	  申万宏源：今年上半年实现净利润40.3亿元，同比增长26.03%。		公司
2020-08-28 20:51:19	比亚迪电子(00285.HK)：上半年营业额313.86亿元人民币，去年同期232.8亿元。		公司
2020-08-28 20:49:30	奥本海默：将哔哩哔哩(BILI.O)目标价从103美元升至110美元。		观点
