ts_code	trade_date	close	turnover_rate	turnover_rate_f	volume_ratio	pe	pe_ttm	pb	ps	ps_ttm	dv_ratio	dv_ttm	total_share	float_share	free_share	total_mv	circ_mv
300595.SZ	20190729	36.35	1.555	2.3801	1.41	67.8903	63.5182	13.9435	32.0248	29.2307	0.1778	0.214	40387.348	24809.1224	16208.1887	1468080.0998	901811.5992
300595.SZ	20190726	37.3	1.0577	1.619	1.04	69.6646	65.1783	14.3079	32.8618	29.9947	0.1733	0.2085	40387.348	24809.1224	16208.1887	1506448.0804	925380.2655
300595.SZ	20190725	36.73	1.3408	2.0523	1.45	68.6	64.1823	14.0893	32.3596	29.5363	0.176	0.2118	40387.348	24809.1224	16208.1887	1483427.292	911239.0658
300595.SZ	20190724	35.58	1.5	2.2959	1.89	66.4522	62.1727	13.6482	31.3464	28.6116	0.1817	0.2186	40387.348	24809.1224	16208.1887	1436981.8418	882708.575
300595.SZ	20190723	34.38	0.7176	1.0984	0.81	64.211	60.0759	13.1879	30.2892	27.6466	0.188	0.2262	40387.348	24809.1224	16208.1887	1388517.0242	852937.6281
300595.SZ	20190722	34.36	0.9141	1.3992	0.81	64.1736	60.0409	13.1802	30.2716	27.6305	0.1881	0.2264	40387.348	24809.1224	16208.1887	1387709.2773	852441.4457
300595.SZ	20190719	35.02	0.61	0.9337	0.37	65.4063	61.1942	13.4334	30.8531	28.1612	0.1846	0.2221	40387.348	24809.1224	16208.1887	1414364.927	868815.4664
300595.SZ	20190718	35.0	0.8867	1.3573	0.5	65.3689	61.1593	13.4257	30.8354	28.1452	0.1847	0.2222	40387.348	24809.1224	16208.1887	1413557.18	868319.284
300595.SZ	20190717	34.9	0.8403	1.2861	0.43	65.1821	60.9845	13.3873	30.7473	28.0647	0.1852	0.2229	40387.348	24809.1224	16208.1887	1409518.4452	865838.3718
300595.SZ	20190716	34.8	1.1592	1.7744	0.58	64.9954	60.8098	13.349	30.6592	27.9843	0.1857	0.2235	40387.348	24809.1224	16208.1887	1405479.7104	863357.4595
300595.SZ	20190715	35.45	2.1143	3.2363	0.94	66.2094	61.9456	13.5983	31.2319	28.507	0.1823	0.2194	40387.348	24809.1224	16208.1887	1431731.4866	879483.3891
300595.SZ	20190712	35.49	3.1818	4.8703	1.43	66.2841	62.0155	13.6136	31.2671	28.5392	0.1821	0.2192	40387.348	24809.1224	16208.1887	1433346.9805	880475.754
300595.SZ	20190711	33.22	1.6583	2.5382	0.58	62.0444	58.0489	12.7429	29.2672	26.7138	0.1946	0.2341	40387.348	24809.1224	16208.1887	1341667.7006	824159.0461
300595.SZ	20190710	34.22	1.6451	2.5181	0.57	63.9121	59.7963	13.1265	30.1482	27.5179	0.1889	0.2273	40387.348	24809.1224	16208.1887	1382055.0486	848968.1685
300595.SZ	20190709	33.6	1.4788	2.2635	0.46	62.7542	58.7129	12.8887	29.602	27.0193	0.1924	0.2315	40387.348	24809.1224	16208.1887	1357014.8928	833586.5126
300595.SZ	20190708	33.7	3.2402	4.9596	0.99	62.9409	58.8876	12.927	29.6901	27.0998	0.1918	0.2308	40387.348	24809.1224	16208.1887	1361053.6276	836067.4249
300595.SZ	20190705	35.9	3.1145	4.7672	0.8	67.0498	62.7319	13.7709	31.6283	28.8689	0.1801	0.2167	40387.348	24809.1224	16208.1887	1449905.7932	890647.4942
300595.SZ	20190704	33.91	4.8142	7.3689	1.5	63.3331	59.2546	13.0076	29.8751	27.2686	0.1906	0.2294	40387.348	24809.1224	16208.1887	1369534.9707	841277.3406
300595.SZ	20190703	37.38	1.8844	2.8844	0.59	69.814	65.3181	14.3386	32.9322	30.059	0.1729	0.2081	40387.348	24809.1224	16208.1887	1509679.0682	927364.9953
300595.SZ	20190702	38.25	2.8627	4.3818	0.99	71.4389	66.8383	14.6724	33.6987	30.7586	0.169	0.2033	40387.348	24809.1224	16208.1887	1544816.061	948948.9318
300595.SZ	20190701	36.38	3.7713	5.7725	1.64	67.9463	63.5707	13.955	32.0512	29.2549	0.1777	0.2138	40387.348	24809.1224	16208.1887	1469291.7202	902555.8729
300595.SZ	20190628	35.6	6.1596	9.4282	4.5	66.4895	62.2077	13.6558	31.364	28.6276	0.18	0.22	40387.348	24809.1224	16208.1887	1437789.5888	883204.7574
300595.SZ	20190627	39.55	1.3813	2.1143	1.01	73.8669	69.11	15.171	34.844	31.804	0.16	0.2	40387.348	24809.1224	16208.1887	1597319.6134	981200.7909
300595.SZ	20190626	39.53	1.8723	2.8659	1.45	73.8295	69.075	15.1634	34.8264	31.7879	0.16	0.2	40387.348	24809.1224	16208.1887	1596511.8664	980704.6085
300595.SZ	20190625	37.8	1.262	1.9317	1.03	70.5984	66.052	14.4997	33.3023	30.3968	0.17	0.21	40387.348	24809.1224	16208.1887	1526641.7544	937784.8267
300595.SZ	20190624	38.03	0.7966	1.2193	0.55	71.028	66.4539	14.588	33.5049	30.5817	0.17	0.2	40387.348	24809.1224	16208.1887	1535930.8444	943490.9249
300595.SZ	20190621	38.27	1.5353	2.3501	1.09	71.4762	66.8733	14.68	33.7163	30.7747	0.17	0.2	40387.348	24809.1224	16208.1887	1545623.808	949445.1142
300595.SZ	20190620	39.05	1.4052	2.1509	0.98	72.933	68.2362	14.9792	34.4035	31.4019	0.17	0.2	40387.348	24809.1224	16208.1887	1577125.9394	968796.2297
300595.SZ	20190619	37.75	1.4579	2.2316	1.1	70.505	65.9646	14.4806	33.2582	30.3566	0.17	0.21	40387.348	24809.1224	16208.1887	1524622.387	936544.3706
300595.SZ	20190618	37.46	0.909	1.3913	0.64	69.9634	65.4579	14.3693	33.0027	30.1234	0.17	0.21	40387.348	24809.1224	16208.1887	1512910.0561	929349.7251
300595.SZ	20190617	37.11	1.8772	2.8734	1.39	69.3097	64.8463	14.2351	32.6944	29.8419	0.17	0.21	40387.348	24809.1224	16208.1887	1498774.4843	920666.5323
300595.SZ	20190614	37.37	1.4138	2.164	1.06	69.7953	65.3006	14.3348	32.9234	30.051	0.17	0.21	40387.348	24809.1224	16208.1887	1509275.1948	927116.9041
300595.SZ	20190613	37.9	1.4838	2.2712	1.04	70.7852	66.2267	14.5381	33.3904	30.4772	0.17	0.21	40387.348	24809.1224	16208.1887	1530680.4892	940265.739
300595.SZ	20190612	36.3	0.961	1.4709	0.65	67.7969	63.4309	13.9244	31.9807	29.1905	0.18	0.21	40387.348	24809.1224	16208.1887	1466060.7324	900571.1431
300595.SZ	20190611	36.09	1.3459	2.0602	0.83	67.4047	63.0639	13.8438	31.7957	29.0217	0.18	0.22	40387.348	24809.1224	16208.1887	1457579.3893	895361.2274
300595.SZ	20190610	35.23	1.5265	2.3365	0.97	65.7985	61.5612	13.5139	31.0381	28.3301	0.18	0.22	40387.348	24809.1224	16208.1887	1422846.27	874025.3822
300595.SZ	20190606	33.85	1.3355	2.0442	0.79	63.2211	59.1497	12.9846	29.8223	27.2204	0.19	0.23	40387.348	24809.1224	16208.1887	1367111.7298	839788.7932
300595.SZ	20190605	34.14	1.9935	3.0513	1.21	63.7627	59.6565	13.0958	30.0778	27.4536	0.19	0.23	40387.348	24809.1224	16208.1887	1378824.0607	846983.4387
300595.SZ	20190604	34.3	1.1381	1.742	0.6	64.0615	59.9361	13.1572	30.2187	27.5822	0.19	0.23	40387.348	24809.1224	16208.1887	1385286.0364	850952.8983
300595.SZ	20190603	34.9	2.1255	3.2535	1.24	65.1821	60.9845	13.3873	30.7473	28.0647	0.19	0.22	40387.348	24809.1224	16208.1887	1409518.4452	865838.3718
300595.SZ	20190531	35.1	1.2636	1.9341	0.75	65.5557	61.334	13.464	30.9235	28.2256	0.18	0.22	40387.348	24809.1224	16208.1887	1417595.9148	870800.1962
300595.SZ	20190530	35.7	1.9332	2.9591	1.25	66.6763	62.3824	13.6942	31.4521	28.7081	0.18	0.22	40387.348	24809.1224	16208.1887	1441828.3236	885685.6697
300595.SZ	20190529	34.4	1.8049	2.7627	1.22	64.2483	60.1108	13.1955	30.3068	27.6627	0.19	0.23	40387.348	24809.1224	16208.1887	1389324.7712	853433.8106
300595.SZ	20190528	34.0	2.4037	3.6793	1.82	63.5012	59.4118	13.0421	29.9544	27.341	0.19	0.23	40387.348	24809.1224	16208.1887	1373169.832	843510.1616
300595.SZ	20190527	32.4	1.1576	1.7719	0.75	60.5129	56.616	12.4283	28.5448	26.0544	0.2	0.24	40387.348	24809.1224	16208.1887	1308550.0752	803815.5658
300595.SZ	20190524	31.22	1.1261	1.7237	0.67	58.3091	54.5541	11.9757	27.5052	25.1055	0.21	0.46	40387.348	24809.1224	16208.1887	1260893.0046	774540.8013
300595.SZ	20190523	31.94	1.2663	1.9383	0.79	59.6538	55.8122	12.2519	28.1395	25.6845	0.2	0.45	40387.348	24809.1224	16208.1887	1289971.8951	792403.3695
300595.SZ	20190522	32.0	1.4334	2.194	0.94	59.7659	55.917	12.2749	28.1924	25.7327	0.2	0.45	40387.348	24809.1224	16208.1887	1292395.136	793891.9168
300595.SZ	20190521	32.37	1.6109	2.4657	1.12	60.4569	56.5636	12.4168	28.5184	26.0302	0.2	0.44	40387.348	24809.1224	16208.1887	1307338.4548	803071.2921
300595.SZ	20190520	31.7	2.24	3.4287	1.86	59.2056	55.3928	12.1598	27.9281	25.4915	0.2	0.45	40387.348	24809.1224	16208.1887	1280278.9316	786449.1801
300595.SZ	20190517	31.96	1.8849	2.8852	1.78	59.6912	55.8471	12.2596	28.1572	25.7005	0.2	0.45	40387.348	24809.1224	16208.1887	1290779.6421	792899.5519
300595.SZ	20190516	58.45	1.5254	2.3349	0.72	60.6478	56.7422	12.0952	28.6084	26.1124	0.2	0.2	22437.4156	13782.8458	9004.5493	1311466.9418	805607.337
300595.SZ	20190515	59.5	1.9031	2.913	0.93	61.7373	57.7615	12.3125	29.1224	26.5815	0.2	0.2	22437.4156	13782.8458	9004.5493	1335026.2282	820079.3251
300595.SZ	20190514	58.42	2.0545	3.1447	1.04	60.6167	56.7131	12.089	28.5937	26.099	0.2	0.2	22437.4156	13782.8458	9004.5493	1310793.8194	805193.8516
300595.SZ	20190513	58.31	1.9432	2.9744	0.94	60.5026	56.6063	12.0662	28.5399	26.0499	0.2	0.2	22437.4156	13782.8458	9004.5493	1308325.7036	803677.7386
300595.SZ	20190510	56.79	2.1294	3.2595	1.17	58.9254	55.1307	11.7517	27.7959	25.3708	0.2	0.2	22437.4156	13782.0358	9003.7393	1274220.8319	782681.8131
300595.SZ	20190509	52.42	2.5894	3.9637	1.49	54.3911	50.8884	10.8474	25.657	23.4186	0.22	0.22	22437.4156	13782.0358	9003.7393	1176169.3258	722454.3166
300595.SZ	20190508	53.66	1.4647	2.242	0.77	55.6777	52.0921	11.104	26.264	23.9725	0.22	0.22	22437.4156	13782.0358	9003.7393	1203991.7211	739544.041
300595.SZ	20190507	54.49	1.7439	2.6694	0.82	56.5389	52.8979	11.2757	26.6702	24.3433	0.21	0.21	22437.4156	13782.0358	9003.7393	1222614.776	750983.1307
300595.SZ	20190506	56.28	2.403	3.6782	1.32	58.3962	54.6356	11.6461	27.5463	25.143	0.21	0.21	22437.4156	13782.0358	9003.7393	1262777.75	775652.9748
300595.SZ	20190430	57.81	0.925	1.4159	0.48	59.9838	56.1209	11.9628	28.2952	25.8265	0.2	0.2	22437.4156	13782.0358	9003.7393	1297106.9958	796739.4896
300595.SZ	20190429	58.18	2.1707	3.3228	1.27	60.3677	56.4801	12.0393	28.4763	25.9918	0.2	0.2	22437.4156	13782.0358	9003.7393	1305408.8396	801838.8428
300595.SZ	20190426	57.83	2.2301	3.4136	1.5	60.0045	56.1403	11.9669	28.305	25.8355	0.2	0.2	22437.4156	13782.0358	9003.7393	1297555.7441	797015.1303
300595.SZ	20190425	57.22	2.9014	4.4411	2.38	59.3716	55.5481	11.8407	28.0064	25.5629	0.2	0.2	22437.4156	13782.0358	9003.7393	1283868.9206	788608.0885
300595.SZ	20190424	55.0	0.9093	1.3919	0.67	57.0681	57.0681	12.0517	26.9198	26.9198	0.21	0.21	22437.4156	13782.0358	9003.7393	1234057.858	758011.969
300595.SZ	20190423	55.03	1.3931	2.1324	0.97	57.0992	57.0992	12.0583	26.9345	26.9345	0.21	0.21	22437.4156	13782.0358	9003.7393	1234730.9805	758425.4301
300595.SZ	20190422	53.8	1.1109	1.7005	0.71	55.823	55.823	11.7888	26.3325	26.3325	0.22	0.22	22437.4156	13782.0358	9003.7393	1207132.9593	741473.526
300595.SZ	20190419	53.95	1.1038	1.6896	0.68	55.9786	55.9786	11.8217	26.4059	26.4059	0.22	0.22	22437.4156	13782.0358	9003.7393	1210498.5716	743540.8314
300595.SZ	20190418	54.57	1.5843	2.4251	0.72	56.6219	56.6219	11.9575	26.7094	26.7094	0.21	0.21	22437.4156	13782.0358	9003.7393	1224409.7693	752085.6936
300595.SZ	20190417	53.35	1.5548	2.38	0.66	55.3561	55.3561	11.6902	26.1122	26.1122	0.22	0.22	22437.4156	13782.0358	9003.7393	1197036.1223	735271.6099
300595.SZ	20190416	52.86	1.8634	2.8523	0.78	54.8476	54.8476	11.5828	25.8724	25.8724	0.22	0.22	22437.4156	13782.0358	9003.7393	1186041.7886	728518.4124
300595.SZ	20190415	52.55	1.7462	2.6729	0.65	54.526	54.526	11.5149	25.7207	25.7207	0.22	0.22	22437.4156	13782.0358	9003.7393	1179086.1898	724245.9813
300595.SZ	20190412	53.11	1.3829	2.1168	0.45	55.107	55.107	11.6376	25.9948	25.9948	0.22	0.22	22437.4156	13782.0358	9003.7393	1191651.1425	731963.9213
300595.SZ	20190411	52.78	4.5278	6.9307	1.53	54.7646	54.7646	11.5653	25.8332	25.8332	0.22	0.22	22437.4156	13782.0358	9003.7393	1184246.7954	727415.8495
300595.SZ	20190410	57.08	2.2657	3.4681	0.79	59.2263	59.2263	12.5075	27.9379	27.9379	0.2	0.2	22437.4156	13782.0358	9003.7393	1280727.6824	786678.6035
300595.SZ	20190409	55.47	1.9631	3.0049	0.69	57.5558	57.5558	12.1547	27.1499	27.1499	0.21	0.21	22437.4156	13782.0358	9003.7393	1244603.4433	764489.5258
300595.SZ	20190408	55.0	3.2004	4.8988	1.24	57.0681	57.0681	12.0517	26.9198	26.9198	0.21	0.21	22437.4156	13782.0358	9003.7393	1234057.858	758011.969
300595.SZ	20190404	56.89	3.3755	5.1668	1.55	59.0292	59.0292	12.4659	27.8449	27.8449	0.2	0.2	22437.4156	13782.0358	9003.7393	1276464.5735	784060.0167
300595.SZ	20190403	57.0	4.0164	6.148	2.15	59.1433	59.1433	12.49	27.8987	27.8987	0.2	0.2	22437.4156	13782.0358	9003.7393	1278932.6892	785576.0406
300595.SZ	20190402	61.2	1.7877	2.7364	0.93	91.0236	63.6189	13.4198	44.0642	29.7456	0.19	0.19	22437.4156	13782.0358	9003.7393	1373169.8347	843460.591
300595.SZ	20190401	60.5	1.8141	2.7769	0.88	89.9825	62.8912	13.2663	43.5602	29.4053	0.19	0.19	22437.4156	13782.0358	9003.7393	1357463.6438	833813.1659
300595.SZ	20190329	58.27	1.9378	2.9662	0.95	86.6657	60.5731	12.7773	41.9546	28.3215	0.1997	0.1997	22437.4156	13782.0358	9003.7393	1307428.207	803079.2261
300595.SZ	20190328	54.8	1.3321	2.0391	0.62	81.5048	56.9659	12.0164	39.4562	26.6349	0.2123	0.2123	22437.4156	13782.0358	9003.7393	1229570.3749	755255.5618
300595.SZ	20190327	56.19	2.4571	3.7611	1.13	83.5721	58.4109	12.3212	40.457	27.3105	0.2071	0.2071	22437.4156	13782.0358	9003.7393	1260758.3826	774412.5916
300595.SZ	20190326	53.0	2.1021	3.2178	1.02	78.8276	55.0948	11.6217	38.1602	25.76	0.2195	0.2195	22437.4156	13782.0358	9003.7393	1189183.0268	730447.8974
300595.SZ	20190325	52.4	2.4279	3.7164	1.17	77.9352	54.4711	11.4902	37.7282	25.4684	0.222	0.222	22437.4156	13782.0358	9003.7393	1175720.5774	722178.6759
300595.SZ	20190322	51.99	1.8877	2.8894	0.93	77.3254	54.0449	11.4003	37.433	25.2691	0.2238	0.2238	22437.4156	13782.0358	9003.7393	1166521.237	716528.0412
300595.SZ	20190321	51.55	1.9179	2.9358	0.93	76.671	53.5875	11.3038	37.1162	25.0553	0.2257	0.2257	22437.4156	13782.0358	9003.7393	1156648.7742	710463.9455
300595.SZ	20190320	52.37	2.5374	3.884	1.29	77.8906	54.4399	11.4836	37.7066	25.4538	0.2222	0.2222	22437.4156	13782.0358	9003.7393	1175047.455	721765.2148
300595.SZ	20190319	53.14	1.4984	2.2935	0.66	79.0358	55.2403	11.6524	38.261	25.8281	0.2189	0.2189	22437.4156	13782.0358	9003.7393	1192324.265	732377.3824
300595.SZ	20190318	54.4	2.575	3.9415	1.05	80.9098	56.5501	11.9287	39.1682	26.4405	0.2139	0.2139	22437.4156	13782.0358	9003.7393	1220595.4086	749742.7475
300595.SZ	20190315	51.51	1.6483	2.5231	0.6	76.6115	53.5459	11.295	37.0874	25.0359	0.2259	0.2259	22437.4156	13782.0358	9003.7393	1155751.2776	709912.6641
300595.SZ	20190314	51.49	2.0569	3.1485	0.73	76.5818	53.5251	11.2906	37.073	25.0261	0.226	0.226	22437.4156	13782.0358	9003.7393	1155302.5292	709637.0233
300595.SZ	20190313	50.48	2.0862	3.1934	0.72	75.0796	52.4752	11.0692	36.3458	24.5352	0.2305	0.2305	22437.4156	13782.0358	9003.7393	1132640.7395	695717.1672
300595.SZ	20190312	50.74	3.0399	4.6532	1.13	75.4663	52.7455	11.1262	36.533	24.6616	0.2293	0.2293	22437.4156	13782.0358	9003.7393	1138474.4675	699300.4965
300595.SZ	20190311	52.19	3.439	5.2641	1.38	77.6229	54.2528	11.4441	37.577	25.3664	0.2229	0.2229	22437.4156	13782.0358	9003.7393	1171008.7202	719284.4484
300595.SZ	20190308	47.74	3.072	4.7023	1.43	71.0043	49.6269	10.4683	34.373	23.2035	0.2437	0.2437	22437.4156	13782.0358	9003.7393	1071162.2207	657954.3891
300595.SZ	20190307	47.3	2.5004	3.8274	1.15	70.3499	49.1695	10.3719	34.0562	22.9896	0.246	0.246	22437.4156	13782.0358	9003.7393	1061289.7579	651890.2933
300595.SZ	20190306	47.91	2.4501	3.7504	1.04	71.2572	49.8036	10.5056	34.4954	23.2861	0.2429	0.2429	22437.4156	13782.0358	9003.7393	1074976.5814	660297.3352
300595.SZ	20190305	49.22	1.9691	3.0141	0.66	73.2056	51.1654	10.7929	35.4386	23.9228	0.2364	0.2364	22437.4156	13782.0358	9003.7393	1104369.5958	678351.8021
300595.SZ	20190304	49.3	2.4869	3.8465	0.79	73.3245	51.2486	10.8104	35.4962	23.9617	0.236	0.236	22437.4156	13782.0358	8910.4093	1106164.5891	679454.3649
300595.SZ	20190301	47.55	1.3323	2.0607	0.42	70.7217	49.4294	10.4267	34.2362	23.1111	0.2447	0.2447	22437.4156	13782.0358	8910.4093	1066899.1118	655335.8023
300595.SZ	20190228	47.35	2.6799	4.1451	0.9	70.4243	49.2215	10.3828	34.0922	23.0139	0.2457	0.2457	22437.4156	13782.0358	8910.4093	1062411.6287	652579.3951
300595.SZ	20190227	46.92	3.2732	5.0628	1.2	69.7847	48.7745	10.2885	33.7826	22.8049	0.248	0.248	22437.4156	13782.0358	8910.4093	1052763.54	646653.1197
300595.SZ	20190226	46.0	5.209	8.0569	2.35	68.4164	47.8181	10.0868	33.1202	22.3578	0.2529	0.2529	22437.4156	13782.0358	8910.4093	1032121.1176	633973.6468
300595.SZ	20190225	42.02	3.2319	4.9989	1.45	62.4969	46.3162	9.7327	30.2546	22.4796	0.2769	0.2769	22437.4156	13782.0358	8910.4093	942820.2035	579121.1443
300595.SZ	20190222	40.81	1.572	2.4315	0.71	60.6973	44.9825	9.4524	29.3834	21.8323	0.2851	0.2851	22437.4156	13782.0358	8910.4093	915670.9306	562444.881
300595.SZ	20190221	40.55	1.6543	2.5588	0.76	60.3106	44.6959	9.3922	29.1962	21.6932	0.2869	0.2869	22437.4156	13782.0358	8910.4093	909837.2026	558861.5517
300595.SZ	20190220	40.68	1.9267	2.9801	0.9	60.5039	44.8392	9.4223	29.2898	21.7627	0.286	0.286	22437.4156	13782.0358	8910.4093	912754.0666	560653.2163
300595.SZ	20190219	41.45	2.7199	4.207	1.44	61.6491	45.6879	9.6007	29.8442	22.1747	0.2807	0.2807	22437.4156	13782.0358	8910.4093	930030.8766	571265.3839
300595.SZ	20190218	42.65	3.2927	5.093	2.26	63.4339	47.0106	9.8786	30.7082	22.8166	0.2728	0.2728	22437.4156	13782.0358	8910.4093	956955.7753	587803.8269
300595.SZ	20190215	40.25	1.4122	2.1843	0.95	59.8644	44.3652	9.3227	28.9802	21.5327	0.2891	0.2891	22437.4156	13782.0358	8910.4093	903105.9779	554726.941
300595.SZ	20190214	41.17	1.4975	2.3162	1.04	61.2327	45.3793	9.5358	29.6426	22.0249	0.2826	0.2826	22437.4156	13782.0358	8910.4093	923748.4003	567406.4139
300595.SZ	20190213	40.6	1.7911	2.7704	1.25	60.3849	44.751	9.4038	29.2322	21.7199	0.2866	0.2866	22437.4156	13782.0358	8910.4093	910959.0734	559550.6535
300595.SZ	20190212	40.18	1.4405	2.228	0.97	59.7602	44.2881	9.3065	28.9298	21.4952	0.2896	0.2896	22437.4156	13782.0358	8910.4093	901535.3588	553762.1984
300595.SZ	20190211	40.0	1.1498	1.7784	0.78	59.4925	44.0897	9.2648	28.8002	21.399	0.2909	0.2909	22437.4156	13782.0358	8910.4093	897496.624	551281.432
300595.SZ	20190201	38.8	1.5169	2.3462	1.08	57.7078	42.767	8.9869	27.9362	20.757	0.2999	0.2999	22437.4156	13782.0358	8910.4093	870571.7253	534742.989
300595.SZ	20190131	37.66	1.2991	2.0097	0.97	56.0122	41.5104	8.7228	27.1153	20.1471	0.3089	0.3089	22437.4156	13782.0358	8908.9093	844993.0715	519031.4682
300595.SZ	20190130	37.33	1.7551	2.7152	1.42	55.5214	41.1467	8.6464	26.8777	19.9706	0.3117	0.3117	22437.4156	13782.0358	8908.9093	837588.7243	514483.3964
300595.SZ	20190129	36.77	1.7278	2.6728	1.57	54.6885	40.5294	8.5167	26.4745	19.671	0.3164	0.3164	22437.4156	13782.0358	8908.9093	825023.7716	506765.4564
300595.SZ	20190128	37.76	1.1046	1.7087	0.93	56.161	41.6206	8.746	27.1873	20.2006	0.3081	0.3081	22437.4156	13782.0358	8908.9093	847236.8131	520409.6718
300595.SZ	20190125	38.39	1.1379	1.7603	0.83	57.098	42.315	8.8919	27.641	20.5376	0.3031	0.3031	22437.4156	13782.0358	8908.9093	861372.3849	529092.3544
300595.SZ	20190124	37.94	0.9458	1.4632	0.65	56.4287	41.819	8.7877	27.3169	20.2969	0.3067	0.3067	22437.4156	13782.0358	8908.9093	851275.5479	522890.4383
300595.SZ	20190123	37.92	1.2704	1.9653	0.84	56.3989	41.797	8.783	27.3025	20.2862	0.3068	0.3068	22437.4156	13782.0358	8908.9093	850826.7996	522614.7975
300595.SZ	20190122	37.62	1.0512	1.6261	0.52	55.9527	41.4663	8.7135	27.0865	20.1257	0.3093	0.3093	22437.4156	13782.0358	8908.9093	844095.5749	518480.1868
300595.SZ	20190121	37.35	1.5651	2.4212	0.89	55.5512	41.1687	8.651	26.8921	19.9813	0.3115	0.3115	22437.4156	13782.0358	8908.9093	838037.4727	514759.0371
300595.SZ	20190118	37.52	2.0402	3.1562	1.38	55.804	41.3561	8.6904	27.0145	20.0722	0.3101	0.3101	22437.4156	13782.0358	8908.9093	841851.8333	517101.9832
300595.SZ	20190117	38.0	1.335	2.0653	0.96	56.5179	41.8852	8.8016	27.3601	20.329	0.3062	0.3062	22437.4156	13782.0358	8908.9093	852621.7928	523717.3604
300595.SZ	20190116	38.95	1.5637	2.419	1.09	57.9309	42.9323	9.0216	28.0442	20.8372	0.2987	0.2987	22437.4156	13782.0358	8908.9093	873937.3376	536810.2944
300595.SZ	20190115	37.8	3.5396	5.4758	4.18	56.2204	41.6647	8.7552	27.2161	20.222	0.3078	0.3078	22437.4156	13782.0358	8908.9093	848134.3097	520960.9532
300595.SZ	20190114	39.95	0.3414	0.5282	0.35	59.4182	44.0345	9.2532	28.7642	21.3722	0.2912	0.2912	22437.4156	13782.0358	8908.9093	896374.7532	550592.3302
300595.SZ	20190111	40.19	0.6355	0.9831	0.55	59.7751	44.2991	9.3088	28.937	21.5006	0.2895	0.2895	22437.4156	13782.0358	8908.9093	901759.733	553900.0188
300595.SZ	20190110	40.0	0.8429	1.304	0.74	59.4925	44.0897	9.2648	28.8002	21.399	0.2909	0.2909	22437.4156	13782.0358	8908.9093	897496.624	551281.432
300595.SZ	20190109	40.5	1.8463	2.8562	1.94	60.2362	44.6408	9.3806	29.1602	21.6664	0.2873	0.2873	22437.4156	13782.0358	8908.9093	908715.3318	558172.4499
300595.SZ	20190108	39.91	0.5678	0.8784	0.55	59.3587	43.9905	9.244	28.7354	21.3508	0.2915	0.2915	22437.4156	13782.0358	8908.9093	895477.2566	550041.0488
300595.SZ	20190107	40.23	1.052	1.6274	1.12	59.8346	44.3432	9.3181	28.9658	21.522	0.2892	0.2892	22437.4156	13782.0358	8908.9093	902657.2296	554451.3002
300595.SZ	20190104	39.9	1.4501	2.2433	1.81	59.3438	43.9794	9.2416	28.7282	21.3455	0.2916	0.2916	22437.4156	13782.0358	8908.9093	895252.8824	549903.2284
300595.SZ	20190103	38.05	0.7983	1.2349	0.77	56.5923	41.9403	8.8131	27.3961	20.3558	0.3058	0.3058	22437.4156	13782.0358	8908.9093	853743.6636	524406.4622
300595.SZ	20190102	37.6	0.89	1.3769	0.77	55.923	41.4443	8.7089	27.0721	20.115	0.3094	0.3094	22437.4156	13782.0358	8908.9093	843646.8266	518204.5461
